DOC_ppm,time_months,OIT_avg_min,OIT_surface_min,CO_surface_mol_L
1.0,8.081632653061224,1.6775738214044332e-12,0.0,0.17427487203227257
1.0,8.26530612244898,0.0,0.0,0.18068212526966762
1.0,8.448979591836736,0.0,0.0,0.18724765978345798
1.0,8.63265306122449,5.879835223446964e-13,5.958623549006677e-14,0.19397426166387788
1.0,8.816326530612244,9.417004209706592e-13,5.5090237345240195e-14,0.2008647170011616
1.0,9.0,2.3438475591451674e-13,4.891378951168546e-15,0.20792175243638414
2.0,0.0,291.0699999999998,291.07,0.0
2.0,0.18367346938775508,34.87529140603858,4.7788127530645985,0.004611289736540115
2.0,0.36734693877551017,4.795545159609892,0.07788365067224831,0.00931338430283604
2.0,0.5510204081632653,0.6896879208180837,0.0012678764229044374,0.014034550519004424
2.0,0.7346938775510203,0.1001604421136293,2.0648732450074347e-05,0.01878161892205099
2.0,0.9183673469387755,0.014585144094700509,3.454770063903993e-07,0.023562698202094202
2.0,1.1020408163265305,0.0021040223733769514,4.942308926204393e-09,0.028385877609825694
2.0,1.2857142857142856,0.0003010440356890123,5.244550693450543e-11,0.033259202388122064
2.0,1.4693877551020407,4.823826766748923e-05,1.1851824708691476e-11,0.03819066866198333
2.0,1.6530612244897962,4.168552405193517e-06,0.0,0.04318822817011839
2.0,1.836734693877551,1.8729445335443357e-06,5.655683679323245e-13,0.04825974990561793
2.0,2.020408163265306,2.0293218834594448e-07,6.157731299517024e-13,0.053413098117635234
2.0,2.204081632653061,0.0,0.0,0.0586560728496819
2.0,2.387755102040816,0.0,0.0,0.06399631283160731
2.0,2.571428571428571,3.72966792213305e-08,0.0,0.06944145679326089
2.0,2.7551020408163263,0.0,0.0,0.0749990745070271
2.0,2.9387755102040813,0.0,0.0,0.08067674896026356
2.0,3.122448979591837,0.0,0.0,0.08648180035742305
2.0,3.3061224489795924,0.0,0.0,0.09242151363717777
2.0,3.4897959183673466,0.0,0.0,0.09850313233948366
2.0,3.673469387755102,1.3262932683731114e-10,2.4094548270154725e-11,0.10473388502332563
2.0,3.8571428571428568,0.0,0.0,0.1111207921100814
2.0,4.040816326530612,0.0,0.0,0.11767070389227598
2.0,4.224489795918368,0.0,0.0,0.1243904706624344
2.0,4.408163265306122,0.0,0.0,0.13128682093138785
2.0,4.591836734693877,8.429117848643357e-10,3.0481181686075004e-11,0.1383664944272912
2.0,4.775510204081632,1.6600898954682337e-09,0.0,0.1456358406838047
2.0,4.959183673469387,1.3473222848098922e-08,0.0,0.1531011915360081
2.0,5.142857142857142,1.742428711197194e-08,0.0,0.16076880264260401
2.0,5.326530612244898,3.369403814222112e-09,1.878936627765894e-11,0.16864492452371382
2.0,5.5102040816326525,7.437126677866515e-09,2.2763176960260185e-11,0.17673544837276056
2.0,5.693877551020408,3.7715499114809493e-08,3.68787045874101e-11,0.18504610461438556
2.0,5.877551020408163,9.27509186515133e-08,1.0521698347976644e-10,0.19358261230679566
2.0,6.061224489795918,2.1067518644824715e-08,5.632335653698631e-12,0.2023505411456825
2.0,6.244897959183674,6.7513650680334176e-09,1.2253217128047259e-11,0.21135540310342246
2.0,6.428571428571429,4.6019737546351084e-08,1.0898881517478234e-10,0.22060224964784067
2.0,6.612244897959185,1.350899157049896e-07,2.797483170658744e-10,0.23009613224676226
2.0,6.795918367346937,8.083472043830269e-08,1.0105212114541056e-10,0.2398419836501952
2.0,6.979591836734693,1.152975233104014e-08,0.0,0.24984473159144316
2.0,7.163265306122448,3.637994096862373e-08,8.500392849778652e-11,0.26010880712975226
2.0,7.346938775510204,1.344975754573885e-07,3.38064239076111e-10,0.27063851525980326
2.0,7.530612244897959,2.0201360355413521e-07,4.100288057004775e-10,0.28143811502536215
2.0,7.7142857142857135,4.199742445313184e-08,0.0,0.2925117648757185
2.0,7.8979591836734695,2.098347956629661e-08,0.0,0.30386337320225043
2.0,8.081632653061224,1.0070650579778074e-07,2.643091593509494e-10,0.3154964451585482
2.0,8.26530612244898,2.42898708733034e-07,5.839223377245096e-10,0.3274144858982022
2.0,8.448979591836736,6.753041582384676e-08,4.213557478397204e-11,0.33962087744716135
2.0,8.63265306122449,0.0,0.0,0.35211883860058985
2.0,8.816326530612244,8.296810124347137e-13,2.0742413348299407e-11,0.3649111615475677
2.0,9.0,5.094320776473007e-10,5.301021368271043e-11,0.37800059091609
5.0,0.0,291.0699999999998,291.07,0.0
5.0,0.18367346938775508,3.911554693572341,0.02483582728483835,0.008963409374215076
5.0,0.36734693877551017,0.07573454543004908,2.1005282012613988e-06,0.017995577772819068
5.0,0.5510204081632653,0.0015170400051286316,2.3285107098646586e-10,0.02707644796309612
5.0,0.7346938775510203,2.8284261458428898e-05,0.0,0.036230935821616336
5.0,0.9183673469387755,9.067134730406548e-07,6.099590277556363e-15,0.045483679825709035
5.0,1.1020408163265305,0.0,0.0,0.05485903598640474
5.0,1.2857142857142856,4.15320050755826e-08,0.0,0.0643809308275262
5.0,1.4693877551020407,0.0,0.0,0.0740731742208948
5.0,1.6530612244897962,0.0,0.0,0.08395883045164274
5.0,1.836734693877551,0.0,0.0,0.09406068724507256
5.0,2.020408163265306,1.1978237343525146e-13,2.9887160128552627e-12,0.10440132768196578
5.0,2.204081632653061,0.0,0.0,0.11500246179688693
5.0,2.387755102040816,0.0,0.0,0.125885386205347
5.0,2.571428571428571,4.269541097928827e-09,4.111634313013311e-11,0.13707116472920292
5.0,2.7551020408163263,0.0,0.0,0.14857997974457895
5.0,2.9387755102040813,0.0,0.0,0.16043139281790456
5.0,3.122448979591837,4.394889949522057e-09,6.623214609804395e-11,0.17264465036192753
5.0,3.3061224489795924,0.0,0.0,0.18523826549326933
5.0,3.4897959183673466,0.0,0.0,0.19822980813737312
5.0,3.673469387755102,1.5194657855249123e-09,6.781037843770224e-11,0.21163654951777253
5.0,3.8571428571428568,0.0,0.0,0.22547509252019196
5.0,4.040816326530612,0.0,0.0,0.23976085529134814
5.0,4.224489795918368,5.02267019686062e-11,3.65995865345263e-11,0.2545089693869392
5.0,4.408163265306122,4.1782837292987915e-11,9.858905899970828e-12,0.26973394461786054
5.0,4.591836734693877,0.0,0.0,0.28544893853568004
5.0,4.775510204081632,0.0,0.0,0.3016667833244665
5.0,4.959183673469387,3.4253702321379613e-09,5.384161456416555e-11,0.31839977071975534
5.0,5.142857142857142,0.0,0.0,0.3356587326547114
5.0,5.326530612244898,0.0,0.0,0.35345409311728004
5.0,5.5102040816326525,3.701578946001722e-09,7.19640047226666e-11,0.3717958233882173
5.0,5.693877551020408,1.0122771639097394e-08,0.0,0.3906924215770661
5.0,5.877551020408163,1.74904565334117e-08,0.0,0.4101517770447843
5.0,6.061224489795918,1.109708060158846e-09,5.185108549249567e-11,0.43018161164886737
5.0,6.244897959183674,1.996547895400203e-08,1.930726364382165e-11,0.450788220450877
5.0,6.428571428571429,7.850258708107011e-08,0.0,0.4719768243918823
5.0,6.612244897959185,5.9386384196122846e-08,0.0,0.49375240278254395
5.0,6.795918367346937,2.451663298378743e-11,2.966984198835242e-11,0.5161195724726256
5.0,6.979591836734693,6.834676156872063e-08,0.0,0.5390812970601631
5.0,7.163265306122448,2.220124660369693e-07,0.0,0.5626398267885149
5.0,7.346938775510204,9.389085859358995e-08,0.0,0.586797115332503
5.0,7.530612244897959,2.0956643303522347e-11,8.10066279782437e-11,0.6115547319458408
5.0,7.7142857142857135,1.1002149540503415e-07,1.2112626252351532e-10,0.6369125868799955
5.0,7.8979591836734695,3.2559038398131425e-07,1.626864917828399e-10,0.6628701399118346
5.0,8.081632653061224,7.273859677303237e-08,0.0,0.6894265053048478
5.0,8.26530612244898,2.140668922947366e-12,5.3536073374542914e-11,0.7165803881899117
5.0,8.448979591836736,1.1588461861551485e-07,4.917643593975218e-10,0.7443289608530587
5.0,8.63265306122449,3.0619038887595033e-07,9.94683673050586e-10,0.7726691434827478
5.0,8.816326530612244,0.0,0.0,0.8015975908316677
5.0,9.0,1.3841132208458308e-08,6.80144212711501e-11,0.8311100033405652
