AH0_mult,time_months,OIT_avg_min,OIT_surface_min,CO_surface_mol_L
1.0,5.877551020408163,0.2652199188432505,0.0852200156713164,0.007148966031139361
1.0,6.061224489795918,0.20501883420548722,0.06475225375135256,0.0074615106625669616
1.0,6.244897959183674,0.15832375220150474,0.049165403358568324,0.007781454228860589
1.0,6.428571428571429,0.12201637262154373,0.037252716958038695,0.008109059802760043
1.0,6.612244897959185,0.09389513738019199,0.02818697607549789,0.00844459762918373
1.0,6.795918367346937,0.07219366419771171,0.021314924568205145,0.00878834283493491
1.0,6.979591836734693,0.05538090247000047,0.016078211011976592,0.009140572780104909
1.0,7.163265306122448,0.04242065881137434,0.012110505022580813,0.009501572900464156
1.0,7.346938775510204,0.03247523392763172,0.009119221436406722,0.009871634106448014
1.0,7.530612244897959,0.02479563862600063,0.006846346686103754,0.010251047713443597
1.0,7.7142857142857135,0.018880492518978963,0.005124134704263093,0.010640113847408773
1.0,7.8979591836734695,0.01437734113361807,0.0038369549216718092,0.011039141546352623
1.0,8.081632653061224,0.010941888366879291,0.002871937226469591,0.011448441095268895
1.0,8.26530612244898,0.008300121107646672,0.002141445054315945,0.011868325419211921
1.0,8.448979591836736,0.006277329200187761,0.0015912339384077684,0.01229911708567349
1.0,8.63265306122449,0.004747956106991753,0.0011828905459133007,0.012741148316205706
1.0,8.816326530612244,0.0035872768477490614,0.0008783281950480625,0.01319475146604113
1.0,9.0,0.0027029741381334243,0.0006501867587260629,0.013660265310186064
1.5,0.0,291.0699999999998,291.07,0.0
1.5,0.18367346938775508,258.77070762891424,236.90610020808882,0.00010450736827403934
1.5,0.36734693877551017,226.80903501608117,191.39351897746724,0.00022224029624865225
1.5,0.5510204081632653,196.370867951377,153.591959950809,0.0003526457020282893
1.5,0.7346938775510203,168.14189176952152,122.53024524296299,0.000494859801267439
1.5,0.9183673469387755,142.51875541520678,97.25133115739291,0.0006478300206556912
1.5,1.1020408163265305,119.68677868531286,76.85095748252415,0.0008104336421446155
1.5,1.2857142857142856,99.66960279515934,60.50584093370534,0.000981573682305769
1.5,1.4693877551020407,82.37110708915374,47.48921175849222,0.001160245254979666
1.5,1.6530612244897962,67.61190499817924,37.17555952110321,0.001345573225820701
1.5,1.836734693877551,55.16075823417768,29.037644808397385,0.001536827514734178
1.5,2.020408163265306,44.760562451673735,22.638690128948213,0.0017334231730007665
1.5,2.204081632653061,36.14857431419645,17.62123369471302,0.0019349093292094
1.5,2.387755102040816,29.0710518878399,13.696429243160289,0.0021409554747467254
1.5,2.571428571428571,23.292569889063884,10.63237735543363,0.0023513337323501434
1.5,2.7551020408163263,18.601391205528294,8.244328825800848,0.00256590301861668
1.5,2.9387755102040813,14.81158809022056,6.385835788088295,0.002784594044396154
1.5,3.122448979591837,11.762989017745651,4.941306071421974,0.003007396341493948
1.5,3.3061224489795924,9.319720164479254,3.8198130443419434,0.003234347279815112
1.5,3.4897959183673466,7.3679521113624125,2.9500283130053364,0.0034655229731800443
1.5,3.673469387755102,5.813292821585345,2.276121800727624,0.003701030872647357
1.5,3.8571428571428568,4.5781323901994435,1.754479467492775,0.003941003823499842
1.5,4.040816326530612,3.5990857193601293,1.3510715114975933,0.004185595298237335
1.5,4.224489795918368,2.8247415795429163,1.0394153228195007,0.004434975740310261
1.5,4.408163265306122,2.2134830864966464,0.7988547792688309,0.00468932943970272
1.5,4.591836734693877,1.7317828244801752,0.6133139341108829,0.004948852307702176
1.5,4.775510204081632,1.3528692857643794,0.4703633277090748,0.005213750356107524
1.5,4.959183673469387,1.055365299853976,0.3603660364393032,0.005484238197736658
1.5,5.142857142857142,0.8220224241633072,0.2757500472707181,0.005760537540803238
1.5,5.326530612244898,0.6393918486015103,0.21077600359108822,0.006042877440976503
1.5,5.5102040816326525,0.4966130548083199,0.16091350944748062,0.006331492645253641
1.5,5.693877551020408,0.38515848151630655,0.12269177605188383,0.006626623844016372
1.5,5.877551020408163,0.2983026468874985,0.09343542876082148,0.00692851719418088
1.5,6.061224489795918,0.23070228935111536,0.07106234167358612,0.007237423995905873
1.5,6.244897959183674,0.1781560662715792,0.05397076959065265,0.007553600578501518
1.5,6.428571428571429,0.13740561466182913,0.04094374802405309,0.007877308778390756
1.5,6.612244897959185,0.1057686609702516,0.030997166569055785,0.008208813977512162
1.5,6.795918367346937,0.08134024667423384,0.023449538111398813,0.008548388994263755
1.5,6.979591836734693,0.06244829529845597,0.01770851810248136,0.008896309431678762
1.5,7.163265306122448,0.047860897436368746,0.01334868416270153,0.009252856604306754
1.5,7.346938775510204,0.036655475200368076,0.010057009374150891,0.009618318776215537
1.5,7.530612244897959,0.028003179490874542,0.007555610832045409,0.009992984999207217
1.5,7.7142857142857135,0.02134914937250995,0.0056634417189550465,0.010377153351768373
1.5,7.8979591836734695,0.016274554286552837,0.004246026094346686,0.010771128664302645
1.5,8.081632653061224,0.012388437758752988,0.003178434407029889,0.011175217989715993
1.5,8.26530612244898,0.009398202823986472,0.0023698107631990577,0.011589731505450384
1.5,8.448979591836736,0.007122058538216824,0.0017649828005917112,0.012014992223438077
1.5,8.63265306122449,0.0053947837052958246,0.0013140852022329968,0.01245132560897966
1.5,8.816326530612244,0.004075949841977431,0.0009755176503207557,0.012899060649028966
1.5,9.0,0.0030745735044267032,0.0007228916824536628,0.01335853535428724
2.0,0.0,291.0699999999998,291.07,0.0
2.0,0.18367346938775508,261.98076768800763,239.73555129763807,8.534590079132713e-05
2.0,0.36734693877551017,232.43477434031738,195.82414702477172,0.0001840819652926438
2.0,0.5510204081632653,203.64420366755496,158.71820264636244,0.00029629920096074824
2.0,0.7346938775510203,176.36708822240533,127.73470594716107,0.00042164290083565153
2.0,0.9183673469387755,151.10421087752246,102.15202103513033,0.0005593905094988911
2.0,1.1020408163265305,128.16242100315392,81.24325006946927,0.0007085701076464306
2.0,1.2857142857142856,107.69095253863236,64.30797991789018,0.0008680837066990085
2.0,1.4693877551020407,89.71133593551531,50.69779264471973,0.0010368162811338882
2.0,1.6530612244897962,74.14615476758104,39.83211580125047,0.0012137165013247201
2.0,1.836734693877551,60.84574114633547,31.205428579540083,0.0013978473468963676
2.0,2.020408163265306,49.61278426901241,24.387901863104762,0.001588412199883545
2.0,2.204081632653061,40.22421318137441,19.020651217234946,0.0017847607847917744
2.0,2.387755102040816,32.44892983137982,14.808468574018619,0.001986382988380353
2.0,2.571428571428571,26.061183051237972,11.511360271710743,0.0021928956447960545
2.0,2.7551020408163263,20.849782846559048,8.936149229768937,0.0024040266602964088
2.0,2.9387755102040813,16.62360154413861,6.928479020693653,0.0026195982809745395
2.0,3.122448979591837,13.21411214446375,5.365745718644173,0.0028395114533177252
2.0,3.3061224489795924,10.475806208514857,4.151055296404188,0.0030637319888443407
2.0,3.4897959183673466,8.285033462215537,3.208046020789321,0.0032922784073170334
2.0,3.673469387755102,6.538202356651996,2.4767823468562975,0.0035252121912415432
2.0,3.8571428571428568,5.149451527901254,1.9103175415822522,0.0037626295364699474
2.0,4.040816326530612,4.048251181055743,1.4719535100044863,0.004004654749847361
2.0,4.224489795918368,3.1770909281368978,1.1330516724335087,0.004251434969175024
2.0,4.408163265306122,2.489390248977267,0.8713094824031881,0.004503136027029932
2.0,4.591836734693877,1.947494855215047,0.6693215470467512,0.00475993894242197
2.0,4.775510204081632,1.521288845672319,0.5136156189121728,0.005022037750268213
2.0,4.959183673469387,1.186647229191909,0.39371019801345875,0.005289637202474012
2.0,5.142857142857142,0.9243139180194835,0.30146582953773,0.0055629512830469826
2.0,5.326530612244898,0.7189326772039806,0.23055393442246722,0.005842201945498879
2.0,5.5102040816326525,0.558445860320884,0.17612883624519318,0.006127618682575145
2.0,5.693877551020408,0.43316643853677306,0.13438008987044053,0.006419437091857331
2.0,5.877551020408163,0.3355263938349536,0.1023982455594997,0.0067178990962761835
2.0,6.061224489795918,0.2595434887206659,0.07793064345825917,0.007023252232960096
2.0,6.244897959183674,0.20048546366845396,0.059229616950167326,0.007335749411075587
2.0,6.428571428571429,0.15464933247078783,0.0449551508022663,0.007655648836625425
2.0,6.612244897959185,0.11913362178954913,0.034076475217609294,0.00798321404517617
2.0,6.795918367346937,0.09161540188139775,0.025783178818099238,0.008318712931649312
2.0,6.979591836734693,0.0703889931970727,0.019492622246754476,0.008662420222627936
2.0,7.163265306122448,0.05397354454920888,0.014704709326051325,0.009014613227745156
2.0,7.346938775510204,0.041335725936157496,0.011079236126269546,0.009375576834609704
2.0,7.530612244897959,0.03162541251223349,0.00833948204638326,0.009745600695463864
2.0,7.7142857142857135,0.02412721214598282,0.006256504281911466,0.01012497620653927
2.0,7.8979591836734695,0.0183911347360536,0.004690050597135917,0.010514006189218038
2.0,8.081632653061224,0.014010699262618727,0.0035141338780030076,0.010912996109494994
2.0,8.26530612244898,0.010645033683741539,0.002624819656672307,0.011322254069237812
2.0,8.448979591836736,0.008070887300114831,0.0019558379264082203,0.011742097289847252
2.0,8.63265306122449,0.0061177086624554546,0.0014572328334338676,0.012172850131199623
2.0,8.816326530612244,0.004627031995435633,0.0010829643806155012,0.012614838590083532
2.0,9.0,0.0034935158306609927,0.0008032486435402815,0.013068397162576942
3.0,0.0,291.0699999999998,291.07,0.0
3.0,0.18367346938775508,266.7849231853099,244.42519148401527,5.8253393581504274e-05
3.0,0.36734693877551017,241.15125180823122,203.47715500796485,0.00012820296495632652
3.0,0.5510204081632653,215.32454836498957,167.92388977079574,0.00021092238037098392
3.0,0.7346938775510203,190.0666477880215,137.41891272251956,0.00030710103989545635
3.0,0.9183673469387755,165.93825532857375,111.56372123605247,0.0004169682839810085
3.0,1.1020408163265305,143.34961998582668,89.91286197020682,0.0005402918661519106
3.0,1.2857142857142856,122.58308723781833,71.98963020209499,0.0006764443064973103
3.0,1.4693877551020407,103.80886797092857,57.307673460069424,0.000824513592515404
3.0,1.6530612244897962,87.09965750789735,45.39315944521391,0.0009834285670656576
3.0,1.836734693877551,72.44606542412647,35.803046989816224,0.001152074309235782
3.0,2.020408163265306,59.772156618328566,28.13740915106281,0.001329380730476368
3.0,2.204081632653061,48.95121056801242,22.04579573613014,0.0015143813982807673
3.0,2.387755102040816,39.82150816029591,17.22861497338083,0.0017062456213135977
3.0,2.571428571428571,32.20134028415921,13.434584993447727,0.0019042885221154926
3.0,2.7551020408163263,25.90207987464527,10.456417226237555,0.002107968160181131
3.0,2.9387755102040813,20.73874639503323,8.125142008826941,0.002316873297164876
3.0,3.122448979591837,16.537637379159026,6.304484043135087,0.002530708104290694
3.0,3.3061224489795924,13.14113968592468,4.885396156811037,0.0027492753990556945
3.0,3.4897959183673466,10.410110731618865,3.781172409836007,0.0029724606631301776
3.0,3.673469387755102,8.224401601837549,2.9232186951909904,0.003200217651383719
3.0,3.8571428571428568,6.482103099941612,2.257488013037816,0.0034325559507405283
3.0,4.040816326530612,5.0980189161645235,1.741533277518242,0.003669530524346512
3.0,4.224489795918368,4.001755356083091,1.342105238957103,0.003911233102121464
3.0,4.408163265306122,3.1357007716475427,1.0332156167128836,0.004157785199310291
3.0,4.591836734693877,2.453074771371216,0.7945907157070852,0.004409332534762196
3.0,4.775510204081632,1.916095084512673,0.6104229716210289,0.00466604050474537
3.0,4.959183673469387,1.4944903493307207,0.4684397456879406,0.004928090893213621
3.0,5.142857142857142,1.1640336318817652,0.35909078257349747,0.005195678921069458
3.0,5.326530612244898,0.905429550889561,0.2749626872738344,0.005469011205612946
3.0,5.5102040816326525,0.7033090758389551,0.21028810794541355,0.005748303960285027
3.0,5.693877551020408,0.5456044657428527,0.16063965213889644,0.006033782217598051
3.0,5.877551020408163,0.42272542897940096,0.12256853764957533,0.0063256783722427596
3.0,6.061224489795918,0.32707441439555995,0.09339508816886767,0.006624231471119111
3.0,6.244897959183674,0.25275155073913974,0.07107870932409767,0.00692968723732434
3.0,6.428571428571429,0.19504993441810836,0.0540188040080824,0.007242296884259115
3.0,6.612244897959185,0.1503333019967507,0.04100116773497661,0.007562317671829827
3.0,6.795918367346937,0.11570624110649386,0.03107438113447436,0.007890011890011086
3.0,6.979591836734693,0.08894637148580121,0.02352081739052242,0.008225647676367858
3.0,7.163265306122448,0.06826038777588395,0.01777004395738174,0.008569497479290296
3.0,7.346938775510204,0.05233881171957755,0.01341338104490979,0.008921840758740215
3.0,7.530612244897959,0.04005446033815587,0.01010274135439145,0.009282959809198629
3.0,7.7142857142857135,0.030618798813991415,0.0075999821339031715,0.009653144583488983
3.0,7.8979591836734695,0.023379572148252533,0.005710147981393929,0.010032689603651588
3.0,8.081632653061224,0.017804670164332712,0.004276820845139626,0.01042189215354185
3.0,8.26530612244898,0.013551592072415748,0.0032015870501389755,0.01082106041298477
3.0,8.448979591836736,0.010305077084036763,0.0023942720872970513,0.011230504884858824
3.0,8.63265306122449,0.007813302724931068,0.0017842363102864747,0.01165053908160366
3.0,8.816326530612244,0.0059167927082032536,0.001327770580436372,0.012081487804230934
3.0,9.0,0.004477333426592823,0.0009872849560993958,0.012523679520261231
